Boundary,CloseMoveRanges,DownMaeRanges,EndBar,EndClose,EndInsideRange,EventBar,EventClose,HorizonBars,Interaction,Italy,London,PocTouched,ProfileLabel,TradeCoverage,UTC,UpMfeRanges
LOW,0.41,0.82,4039,29155.0,True,4033,29135.25,6,BREACH,2026-06-11 13:34:43,2026-06-11 12:34:43,True,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 11:34:43,0.86
LOW,1.25,0.82,4045,29194.75,False,4033,29135.25,12,BREACH,2026-06-11 14:04:47,2026-06-11 13:04:47,True,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 12:04:47,1.25
LOW,0.41,0.0,4035,29115.75,False,4034,29096.0,1,BREACH,2026-06-11 13:14:02,2026-06-11 12:14:02,False,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 11:14:02,0.66
LOW,0.46,0.0,4037,29117.75,False,4034,29096.0,3,BREACH,2026-06-11 13:24:01,2026-06-11 12:24:01,False,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 11:24:01,0.66
LOW,1.34,0.0,4040,29160.0,True,4034,29096.0,6,BREACH,2026-06-11 13:39:54,2026-06-11 12:39:54,True,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 11:39:54,1.69
LOW,1.88,0.0,4046,29185.75,True,4034,29096.0,12,BREACH,2026-06-11 14:09:07,2026-06-11 13:09:07,True,2026-06-11:4012-4020:DynamicCompression,AVAILABLE,2026-06-11 12:09:07,2.07
LOW,-0.26,0.62,4300,29897.5,False,4299,29912.5,1,BREACH,2026-06-12 12:19:59,2026-06-12 11:19:59,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:19:59,0.11
LOW,-1.57,1.8,4302,29823.25,False,4299,29912.5,3,BREACH,2026-06-12 12:29:56,2026-06-12 11:29:56,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:29:56,0.11
LOW,-1.05,1.8,4305,29852.75,False,4299,29912.5,6,BREACH,2026-06-12 12:44:48,2026-06-12 11:44:48,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:44:48,0.11
LOW,-0.54,1.8,4311,29882.0,False,4299,29912.5,12,BREACH,2026-06-12 13:14:55,2026-06-12 12:14:55,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 11:14:55,0.11
LOW,-0.34,0.66,4301,29878.25,False,4300,29897.5,1,BREACH,2026-06-12 12:24:58,2026-06-12 11:24:58,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:24:58,0.0
LOW,-1.11,1.54,4303,29834.5,False,4300,29897.5,3,BREACH,2026-06-12 12:34:53,2026-06-12 11:34:53,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:34:53,0.0
LOW,-0.8,1.54,4306,29852.0,False,4300,29897.5,6,BREACH,2026-06-12 12:49:44,2026-06-12 11:49:44,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:49:44,0.0
LOW,0.02,1.54,4312,29898.75,False,4300,29897.5,12,BREACH,2026-06-12 13:19:56,2026-06-12 12:19:56,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 11:19:56,0.06
LOW,-0.96,1.2,4302,29823.25,False,4301,29878.25,1,BREACH,2026-06-12 12:29:56,2026-06-12 11:29:56,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:29:56,0.05
LOW,-0.68,1.2,4304,29839.25,False,4301,29878.25,3,BREACH,2026-06-12 12:39:58,2026-06-12 11:39:58,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:39:58,0.05
LOW,-0.65,1.2,4307,29841.0,False,4301,29878.25,6,BREACH,2026-06-12 12:54:56,2026-06-12 11:54:56,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:54:56,0.05
LOW,0.96,1.2,4313,29933.0,True,4301,29878.25,12,BREACH,2026-06-12 13:24:55,2026-06-12 12:24:55,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 11:24:55,0.99
LOW,0.2,0.06,4303,29834.5,False,4302,29823.25,1,BREACH,2026-06-12 12:34:53,2026-06-12 11:34:53,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:34:53,0.68
LOW,0.52,0.06,4305,29852.75,False,4302,29823.25,3,BREACH,2026-06-12 12:44:48,2026-06-12 11:44:48,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:44:48,0.69
LOW,0.38,0.06,4308,29844.75,False,4302,29823.25,6,BREACH,2026-06-12 12:59:52,2026-06-12 11:59:52,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 10:59:52,0.71
LOW,1.78,0.06,4314,29924.5,True,4302,29823.25,12,BREACH,2026-06-12 13:29:31,2026-06-12 12:29:31,False,2026-06-12:4292-4298:DynamicCompression,AVAILABLE,2026-06-12 11:29:31,1.99
LOW,-0.6,0.9,4876,30902.5,False,4875,30922.0,1,BREACH,2026-06-16 14:19:58,2026-06-16 13:19:58,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:19:58,0.03
LOW,-1.88,2.68,4878,30861.5,False,4875,30922.0,3,BREACH,2026-06-16 14:29:59,2026-06-16 13:29:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:29:59,0.03
LOW,-2.81,3.04,4881,30831.5,False,4875,30922.0,6,BREACH,2026-06-16 14:44:58,2026-06-16 13:44:58,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:44:58,0.03
LOW,-3.16,4.25,4887,30820.0,False,4875,30922.0,12,BREACH,2026-06-16 15:14:59,2026-06-16 14:14:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 13:14:59,0.03
LOW,-1.71,1.78,4877,30847.5,False,4876,30902.5,1,BREACH,2026-06-16 14:24:59,2026-06-16 13:24:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:24:59,0.05
LOW,-1.28,2.19,4879,30861.25,False,4876,30902.5,3,BREACH,2026-06-16 14:34:59,2026-06-16 13:34:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:34:59,0.05
LOW,-2.31,2.69,4882,30828.0,False,4876,30902.5,6,BREACH,2026-06-16 14:49:59,2026-06-16 13:49:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 12:49:59,0.05
LOW,-2.12,3.64,4888,30834.25,False,4876,30902.5,12,BREACH,2026-06-16 15:19:59,2026-06-16 14:19:59,False,2026-06-16:4867-4873:DynamicCompression,AVAILABLE,2026-06-16 13:19:59,0.05
LOW,-0.52,0.86,5123,30462.25,False,5122,30483.75,1,BREACH,2026-06-17 11:54:59,2026-06-17 10:54:59,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 09:54:59,0.0
LOW,-1.14,1.33,5125,30436.75,False,5122,30483.75,3,BREACH,2026-06-17 12:04:54,2026-06-17 11:04:54,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:04:54,0.0
LOW,-1.11,1.58,5128,30438.0,False,5122,30483.75,6,BREACH,2026-06-17 12:19:59,2026-06-17 11:19:59,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:19:59,0.0
LOW,-0.05,1.58,5134,30481.5,False,5122,30483.75,12,BREACH,2026-06-17 12:49:59,2026-06-17 11:49:59,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:49:59,0.1
LOW,0.02,0.35,5124,30463.0,False,5123,30462.25,1,BREACH,2026-06-17 11:59:58,2026-06-17 10:59:58,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 09:59:58,0.11
LOW,-0.38,1.06,5126,30446.5,False,5123,30462.25,3,BREACH,2026-06-17 12:09:59,2026-06-17 11:09:59,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:09:59,0.11
LOW,0.29,1.06,5129,30474.25,False,5123,30462.25,6,BREACH,2026-06-17 12:24:57,2026-06-17 11:24:57,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:24:57,0.42
LOW,0.29,1.06,5135,30474.25,False,5123,30462.25,12,BREACH,2026-06-17 12:54:56,2026-06-17 11:54:56,True,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:54:56,0.9
LOW,-0.64,0.83,5125,30436.75,False,5124,30463.0,1,BREACH,2026-06-17 12:04:54,2026-06-17 11:04:54,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:04:54,0.03
LOW,-0.29,1.08,5127,30451.0,False,5124,30463.0,3,BREACH,2026-06-17 12:14:58,2026-06-17 11:14:58,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:14:58,0.03
LOW,0.01,1.08,5130,30463.5,False,5124,30463.0,6,BREACH,2026-06-17 12:29:55,2026-06-17 11:29:55,False,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:29:55,0.41
LOW,-0.08,1.08,5136,30459.75,False,5124,30463.0,12,BREACH,2026-06-17 12:59:56,2026-06-17 11:59:56,True,2026-06-17:5115-5121:DynamicCompression,AVAILABLE,2026-06-17 10:59:56,0.88
HIGH,0.27,0.6,5662,30658.0,False,5661,30649.0,1,BREACH,2026-06-19 10:49:58,2026-06-19 09:49:58,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 08:49:58,0.28
HIGH,0.01,0.6,5664,30649.25,True,5661,30649.0,3,BREACH,2026-06-19 10:59:39,2026-06-19 09:59:39,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 08:59:39,0.34
HIGH,-0.76,0.82,5667,30624.25,True,5661,30649.0,6,BREACH,2026-06-19 11:14:57,2026-06-19 10:14:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:14:57,0.52
HIGH,-0.68,1.18,5673,30626.75,True,5661,30649.0,12,BREACH,2026-06-19 11:44:57,2026-06-19 10:44:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:44:57,0.52
HIGH,-0.33,0.38,5663,30647.25,True,5662,30658.0,1,BREACH,2026-06-19 10:54:51,2026-06-19 09:54:51,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 08:54:51,0.06
HIGH,-0.62,0.62,5665,30637.75,True,5662,30658.0,3,BREACH,2026-06-19 11:04:58,2026-06-19 10:04:58,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:04:58,0.24
HIGH,-0.71,1.1,5668,30634.75,True,5662,30658.0,6,BREACH,2026-06-19 11:19:55,2026-06-19 10:19:55,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:19:55,0.24
HIGH,-1.09,1.46,5674,30622.25,True,5662,30658.0,12,BREACH,2026-06-19 11:49:53,2026-06-19 10:49:53,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:49:53,0.24
HIGH,0.06,0.07,5664,30649.25,True,5663,30647.25,1,BREACH,2026-06-19 10:59:39,2026-06-19 09:59:39,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 08:59:39,0.22
HIGH,-0.56,0.63,5666,30628.75,True,5663,30647.25,3,BREACH,2026-06-19 11:09:51,2026-06-19 10:09:51,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:09:51,0.57
HIGH,-0.84,1.13,5669,30619.75,True,5663,30647.25,6,BREACH,2026-06-19 11:24:58,2026-06-19 10:24:58,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:24:58,0.57
HIGH,-0.36,1.13,5675,30635.5,True,5663,30647.25,12,BREACH,2026-06-19 11:54:56,2026-06-19 10:54:56,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:54:56,0.57
HIGH,-0.35,0.35,5665,30637.75,True,5664,30649.25,1,BREACH,2026-06-19 11:04:58,2026-06-19 10:04:58,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:04:58,0.51
HIGH,-0.76,0.83,5667,30624.25,True,5664,30649.25,3,BREACH,2026-06-19 11:14:57,2026-06-19 10:14:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:14:57,0.51
HIGH,-1.03,1.19,5670,30615.5,False,5664,30649.25,6,BREACH,2026-06-19 11:29:50,2026-06-19 10:29:50,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:29:50,0.51
HIGH,-0.71,1.19,5676,30626.0,True,5664,30649.25,12,BREACH,2026-06-19 11:59:47,2026-06-19 10:59:47,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:59:47,0.51
HIGH,-0.27,0.34,5666,30628.75,True,5665,30637.75,1,BREACH,2026-06-19 11:09:51,2026-06-19 10:09:51,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:09:51,0.18
HIGH,-0.09,0.48,5668,30634.75,True,5665,30637.75,3,BREACH,2026-06-19 11:19:55,2026-06-19 10:19:55,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:19:55,0.18
HIGH,-0.08,0.84,5671,30635.0,True,5665,30637.75,6,BREACH,2026-06-19 11:34:52,2026-06-19 10:34:52,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:34:52,0.18
HIGH,-0.71,0.84,5677,30614.5,False,5665,30637.75,12,BREACH,2026-06-19 12:04:57,2026-06-19 11:04:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:04:57,0.28
LOW,-0.13,0.19,5670,30615.5,False,5669,30619.75,1,BREACH,2026-06-19 11:29:50,2026-06-19 10:29:50,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:29:50,0.14
LOW,0.56,0.19,5672,30638.0,True,5669,30619.75,3,BREACH,2026-06-19 11:39:56,2026-06-19 10:39:56,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:39:56,0.7
LOW,0.48,0.19,5675,30635.5,True,5669,30619.75,6,BREACH,2026-06-19 11:54:56,2026-06-19 10:54:56,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:54:56,0.83
LOW,-1.14,1.21,5681,30582.5,False,5669,30619.75,12,BREACH,2026-06-19 12:24:58,2026-06-19 11:24:58,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:24:58,0.83
LOW,0.6,0.05,5671,30635.0,True,5670,30615.5,1,BREACH,2026-06-19 11:34:52,2026-06-19 10:34:52,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:34:52,0.6
LOW,0.34,0.05,5673,30626.75,True,5670,30615.5,3,BREACH,2026-06-19 11:44:57,2026-06-19 10:44:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:44:57,0.91
LOW,0.32,0.05,5676,30626.0,True,5670,30615.5,6,BREACH,2026-06-19 11:59:47,2026-06-19 10:59:47,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:59:47,0.96
LOW,-1.15,1.44,5682,30578.0,False,5670,30615.5,12,BREACH,2026-06-19 12:29:56,2026-06-19 11:29:56,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:29:56,0.96
LOW,0.09,0.11,5672,30638.0,True,5671,30635.0,1,BREACH,2026-06-19 11:39:56,2026-06-19 10:39:56,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:39:56,0.24
LOW,-0.39,0.47,5674,30622.25,True,5671,30635.0,3,BREACH,2026-06-19 11:49:53,2026-06-19 10:49:53,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 09:49:53,0.31
LOW,-0.63,0.72,5677,30614.5,False,5671,30635.0,6,BREACH,2026-06-19 12:04:57,2026-06-19 11:04:57,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:04:57,0.37
LOW,-2.11,2.47,5683,30566.0,False,5671,30635.0,12,BREACH,2026-06-19 12:34:59,2026-06-19 11:34:59,True,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:34:59,0.37
LOW,0.15,0.51,5678,30619.5,True,5677,30614.5,1,BREACH,2026-06-19 12:09:58,2026-06-19 11:09:58,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:09:58,0.28
LOW,-0.19,0.51,5680,30608.25,False,5677,30614.5,3,BREACH,2026-06-19 12:19:57,2026-06-19 11:19:57,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:19:57,0.38
LOW,-1.48,1.85,5683,30566.0,False,5677,30614.5,6,BREACH,2026-06-19 12:34:59,2026-06-19 11:34:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:34:59,0.38
LOW,-1.31,2.31,5689,30571.5,False,5677,30614.5,12,BREACH,2026-06-19 13:04:57,2026-06-19 12:04:57,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 11:04:57,0.38
LOW,-0.18,0.18,5679,30613.75,False,5678,30619.5,1,BREACH,2026-06-19 12:14:55,2026-06-19 11:14:55,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:14:55,0.23
LOW,-1.13,1.2,5681,30582.5,False,5678,30619.5,3,BREACH,2026-06-19 12:24:58,2026-06-19 11:24:58,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:24:58,0.23
LOW,-2.22,2.46,5684,30546.75,False,5678,30619.5,6,BREACH,2026-06-19 12:39:59,2026-06-19 11:39:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:39:59,0.23
LOW,-1.91,2.56,5690,30557.0,False,5678,30619.5,12,BREACH,2026-06-19 13:09:59,2026-06-19 12:09:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 11:09:59,0.23
LOW,-0.17,0.35,5680,30608.25,False,5679,30613.75,1,BREACH,2026-06-19 12:19:57,2026-06-19 11:19:57,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:19:57,0.1
LOW,-1.09,1.39,5682,30578.0,False,5679,30613.75,3,BREACH,2026-06-19 12:29:56,2026-06-19 11:29:56,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:29:56,0.1
LOW,-1.5,2.28,5685,30564.5,False,5679,30613.75,6,BREACH,2026-06-19 12:44:59,2026-06-19 11:44:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:44:59,0.1
LOW,-1.63,2.38,5691,30560.25,False,5679,30613.75,12,BREACH,2026-06-19 13:14:59,2026-06-19 12:14:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 11:14:59,0.1
LOW,-0.79,0.85,5681,30582.5,False,5680,30608.25,1,BREACH,2026-06-19 12:24:58,2026-06-19 11:24:58,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:24:58,0.07
LOW,-1.29,1.66,5683,30566.0,False,5680,30608.25,3,BREACH,2026-06-19 12:34:59,2026-06-19 11:34:59,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:34:59,0.07
LOW,-1.17,2.11,5686,30570.0,False,5680,30608.25,6,BREACH,2026-06-19 12:49:58,2026-06-19 11:49:58,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 10:49:58,0.07
LOW,-1.05,2.21,5692,30574.0,False,5680,30608.25,12,BREACH,2026-06-19 13:19:58,2026-06-19 12:19:58,False,2026-06-19:5654-5660:DynamicCompression,AVAILABLE,2026-06-19 11:19:58,0.07
HIGH,0.12,0.07,5696,30585.75,False,5695,30580.25,1,BREACH,2026-06-19 13:39:59,2026-06-19 12:39:59,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:39:59,0.17
HIGH,0.16,0.07,5698,30587.75,False,5695,30580.25,3,BREACH,2026-06-19 13:49:55,2026-06-19 12:49:55,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:49:55,0.47
HIGH,0.21,0.3,5701,30590.0,False,5695,30580.25,6,BREACH,2026-06-19 14:04:50,2026-06-19 13:04:50,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:04:50,0.47
HIGH,-0.54,0.66,5707,30555.75,True,5695,30580.25,12,BREACH,2026-06-19 14:34:52,2026-06-19 13:34:52,True,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:34:52,0.47
HIGH,0.17,0.0,5697,30593.5,False,5696,30585.75,1,BREACH,2026-06-19 13:44:57,2026-06-19 12:44:57,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:44:57,0.35
HIGH,-0.2,0.26,5699,30576.75,True,5696,30585.75,3,BREACH,2026-06-19 13:54:54,2026-06-19 12:54:54,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 11:54:54,0.35
HIGH,-0.05,0.42,5702,30583.5,False,5696,30585.75,6,BREACH,2026-06-19 14:09:58,2026-06-19 13:09:58,False,2026-06-19:5688-5694:DynamicCompression,AVAILABLE,2026-06-19 12:09:58,0.35
